,0,1,2,3,4,5,6,7,8,9
0,12802.0,1137.0,1090.0,1048.0,955.0,735.0,533.0,364.0,208.0,160.0
1,13237.0,44.0,38.0,18.0,25.0,18.0,5.0,8.0,17.0,22.0
2,5854.0,22.0,14.0,9.0,10.0,10.0,9.0,6.0,10.0,57.0
3,2034.0,9.0,18.0,1.0,1.0,4.0,12.0,4.0,12.0,60.0
4,1506.0,7.0,10.0,8.0,8.0,12.0,12.0,10.0,3.0,59.0
5,1210.0,0.0,6.0,6.0,3.0,4.0,8.0,6.0,10.0,15.0
6,934.0,4.0,2.0,7.0,2.0,0.0,4.0,4.0,0.0,5.0
7,961.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
8,805.0,4.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,2.0
9,973.0,20.0,11.0,8.0,5.0,1.0,1.0,3.0,0.0,0.0
