,0,1,2,3,4,5,6,7,8,9
0,1028.0,401.0,378.0,227.0,93.0,31.0,9.0,12.0,0.0,129.0
1,337.0,1267.0,1035.0,440.0,170.0,60.0,40.0,4.0,0.0,2.0
2,534.0,2553.0,2773.0,978.0,341.0,133.0,75.0,39.0,21.0,13.0
3,223.0,2136.0,2949.0,1519.0,472.0,198.0,123.0,64.0,47.0,35.0
4,97.0,999.0,2082.0,1538.0,683.0,301.0,133.0,61.0,67.0,71.0
5,80.0,431.0,1640.0,1599.0,1019.0,599.0,156.0,104.0,50.0,45.0
6,30.0,355.0,1273.0,1527.0,1169.0,823.0,367.0,179.0,100.0,76.0
7,30.0,78.0,469.0,883.0,1099.0,1100.0,460.0,230.0,158.0,184.0
8,15.0,33.0,105.0,340.0,605.0,721.0,532.0,262.0,137.0,149.0
9,6.0,14.0,48.0,238.0,279.0,237.0,127.0,65.0,43.0,110.0
