,0,1,2,3,4,5,6,7,8,9
0,1994.0,974.0,1695.0,3939.0,8607.0,7733.0,8837.0,7133.0,2596.0,1071.0
1,2.0,4.0,10.0,121.0,530.0,141.0,85.0,42.0,75.0,61.0
2,0.0,0.0,0.0,5.0,36.0,56.0,80.0,34.0,59.0,53.0
3,0.0,0.0,0.0,0.0,4.0,38.0,56.0,26.0,43.0,29.0
4,0.0,0.0,0.0,0.0,4.0,15.0,27.0,43.0,35.0,29.0
5,0.0,0.0,0.0,0.0,6.0,16.0,34.0,28.0,48.0,42.0
6,0.0,0.0,0.0,0.0,4.0,9.0,40.0,25.0,16.0,52.0
7,0.0,0.0,0.0,0.0,8.0,16.0,57.0,35.0,19.0,30.0
8,0.0,0.0,0.0,0.0,4.0,4.0,73.0,30.0,11.0,20.0
9,4.0,0.0,0.0,2.0,14.0,34.0,145.0,50.0,37.0,65.0
