,0,1,2,3,4,5,6,7,8,9
0,1136.0,32.0,21.0,44.0,71.0,141.0,58.0,44.0,2.0,0.0
1,127.0,13.0,17.0,26.0,42.0,56.0,54.0,52.0,7.0,0.0
2,290.0,31.0,22.0,45.0,81.0,88.0,61.0,44.0,6.0,3.0
3,481.0,61.0,26.0,73.0,147.0,161.0,143.0,52.0,6.0,2.0
4,849.0,106.0,57.0,72.0,144.0,213.0,215.0,79.0,4.0,2.0
5,1303.0,158.0,131.0,194.0,295.0,376.0,385.0,139.0,28.0,1.0
6,2447.0,165.0,183.0,243.0,461.0,607.0,612.0,209.0,64.0,4.0
7,4981.0,393.0,410.0,466.0,689.0,1052.0,948.0,617.0,178.0,33.0
8,7842.0,1072.0,780.0,705.0,772.0,1408.0,1905.0,1677.0,606.0,250.0
9,759.0,272.0,184.0,213.0,284.0,635.0,1344.0,1707.0,1005.0,601.0
