,0,1,2,3,4,5,6,7,8,9
0,1118.0,13.0,32.0,34.0,24.0,23.0,58.0,74.0,78.0,95.0
1,13.0,26.0,51.0,39.0,52.0,43.0,53.0,44.0,26.0,47.0
2,22.0,28.0,143.0,104.0,60.0,54.0,96.0,78.0,50.0,36.0
3,33.0,65.0,183.0,154.0,124.0,140.0,172.0,136.0,87.0,58.0
4,78.0,103.0,249.0,277.0,212.0,206.0,210.0,167.0,156.0,83.0
5,60.0,154.0,421.0,491.0,349.0,350.0,437.0,355.0,267.0,126.0
6,121.0,339.0,667.0,880.0,690.0,596.0,673.0,527.0,372.0,130.0
7,716.0,1192.0,1861.0,1471.0,1089.0,925.0,1006.0,977.0,406.0,124.0
8,145.0,1421.0,3711.0,3709.0,2355.0,2091.0,1763.0,1153.0,523.0,146.0
9,2.0,14.0,142.0,607.0,1077.0,1295.0,1431.0,1180.0,934.0,322.0
