,0,1,2,3,4,5,6,7,8,9
0,1354.0,1629.0,789.0,302.0,70.0,25.0,15.0,0.0,0.0,15.0
1,458.0,5046.0,5468.0,1347.0,365.0,153.0,118.0,75.0,48.0,48.0
2,185.0,1026.0,4784.0,3821.0,1156.0,377.0,210.0,143.0,84.0,165.0
3,150.0,185.0,831.0,2169.0,1742.0,488.0,223.0,130.0,97.0,87.0
4,76.0,130.0,305.0,705.0,1417.0,1565.0,363.0,91.0,70.0,57.0
5,66.0,111.0,208.0,281.0,373.0,939.0,603.0,155.0,41.0,28.0
6,46.0,83.0,172.0,241.0,190.0,208.0,269.0,223.0,89.0,57.0
7,15.0,38.0,137.0,204.0,157.0,103.0,101.0,118.0,76.0,79.0
8,6.0,19.0,47.0,146.0,215.0,121.0,61.0,53.0,66.0,52.0
9,24.0,0.0,11.0,73.0,245.0,224.0,59.0,32.0,52.0,226.0
