,0,1,2,3,4,5,6,7,8,9
0,1835.0,849.0,399.0,222.0,251.0,203.0,179.0,186.0,67.0,8.0
1,3619.0,5015.0,1948.0,710.0,499.0,374.0,259.0,267.0,233.0,202.0
2,1578.0,3927.0,2489.0,1684.0,715.0,399.0,326.0,285.0,251.0,297.0
3,332.0,1395.0,1201.0,1868.0,546.0,279.0,194.0,79.0,91.0,117.0
4,75.0,485.0,615.0,1173.0,1688.0,544.0,60.0,32.0,55.0,52.0
5,27.0,191.0,318.0,370.0,963.0,837.0,64.0,9.0,10.0,16.0
6,19.0,58.0,187.0,215.0,413.0,494.0,154.0,14.0,9.0,15.0
7,13.0,31.0,69.0,131.0,301.0,278.0,157.0,38.0,8.0,2.0
8,8.0,18.0,61.0,74.0,178.0,180.0,186.0,78.0,3.0,0.0
9,118.0,21.0,38.0,88.0,54.0,119.0,251.0,217.0,31.0,9.0
