,0,1,2,3,4,5,6,7,8,9
0,1777.0,5777.0,7227.0,3347.0,1196.0,510.0,177.0,70.0,27.0,107.0
1,168.0,492.0,821.0,499.0,169.0,47.0,20.0,27.0,19.0,41.0
2,132.0,367.0,577.0,428.0,187.0,44.0,39.0,14.0,17.0,26.0
3,80.0,373.0,562.0,450.0,275.0,135.0,65.0,65.0,30.0,46.0
4,72.0,353.0,716.0,623.0,526.0,265.0,174.0,104.0,90.0,63.0
5,94.0,374.0,940.0,1021.0,933.0,694.0,359.0,166.0,76.0,80.0
6,37.0,246.0,968.0,1307.0,1227.0,986.0,462.0,243.0,128.0,121.0
7,16.0,181.0,659.0,1001.0,868.0,929.0,379.0,199.0,147.0,241.0
8,4.0,60.0,168.0,370.0,381.0,451.0,237.0,97.0,66.0,72.0
9,0.0,44.0,114.0,243.0,168.0,142.0,110.0,35.0,23.0,17.0
