,0,1,2,3,4,5,6,7,8,9
0,3293.0,8983.0,4973.0,1454.0,589.0,266.0,73.0,12.0,8.0,114.0
1,495.0,2175.0,4055.0,3166.0,3419.0,2062.0,1036.0,723.0,446.0,170.0
2,174.0,583.0,625.0,270.0,265.0,271.0,316.0,188.0,306.0,612.0
3,77.0,353.0,452.0,283.0,100.0,55.0,39.0,22.0,7.0,31.0
4,39.0,177.0,353.0,200.0,84.0,41.0,32.0,26.0,8.0,18.0
5,24.0,147.0,271.0,148.0,65.0,32.0,22.0,12.0,0.0,1.0
6,40.0,168.0,250.0,119.0,71.0,28.0,26.0,19.0,5.0,0.0
7,35.0,162.0,225.0,140.0,55.0,30.0,19.0,23.0,4.0,0.0
8,20.0,186.0,307.0,149.0,55.0,9.0,15.0,3.0,2.0,0.0
9,2.0,192.0,440.0,173.0,76.0,11.0,0.0,0.0,0.0,0.0
