,0,1,2,3,4,5,6,7,8,9
0,2199.0,57.0,8.0,0.0,2.0,6.0,8.0,8.0,10.0,10.0
1,2944.0,259.0,29.0,12.0,16.0,12.0,3.0,20.0,18.0,42.0
2,6784.0,387.0,85.0,38.0,11.0,18.0,18.0,22.0,24.0,73.0
3,7231.0,181.0,65.0,50.0,19.0,27.0,30.0,42.0,37.0,84.0
4,5816.0,47.0,28.0,16.0,19.0,19.0,21.0,16.0,18.0,32.0
5,5565.0,26.0,23.0,14.0,22.0,17.0,12.0,18.0,10.0,16.0
6,5639.0,53.0,35.0,31.0,27.0,32.0,30.0,21.0,6.0,25.0
7,4533.0,24.0,14.0,9.0,19.0,25.0,12.0,12.0,8.0,35.0
8,2753.0,29.0,28.0,18.0,10.0,16.0,10.0,5.0,9.0,21.0
9,1115.0,8.0,8.0,8.0,8.0,2.0,2.0,1.0,2.0,13.0
