,0,1,2,3,4,5,6,7,8,9
0,14142.0,348.0,121.0,82.0,62.0,80.0,84.0,105.0,107.0,246.0
1,20786.0,672.0,171.0,90.0,77.0,64.0,28.0,44.0,31.0,90.0
2,6251.0,47.0,25.0,21.0,9.0,16.0,32.0,14.0,4.0,15.0
3,1190.0,4.0,6.0,3.0,5.0,14.0,2.0,2.0,0.0,0.0
4,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
