,0,1,2,3,4,5,6,7,8,9
0,1155.0,654.0,961.0,721.0,258.0,204.0,194.0,52.0,0.0,0.0
1,558.0,1541.0,3442.0,3147.0,2136.0,1302.0,800.0,166.0,24.0,10.0
2,223.0,773.0,2081.0,2357.0,1896.0,1784.0,1546.0,779.0,252.0,260.0
3,89.0,201.0,460.0,736.0,900.0,1009.0,1004.0,1047.0,482.0,174.0
4,49.0,57.0,187.0,269.0,337.0,731.0,1065.0,1297.0,599.0,188.0
5,21.0,30.0,92.0,196.0,225.0,359.0,533.0,583.0,582.0,184.0
6,24.0,17.0,54.0,113.0,125.0,187.0,329.0,219.0,399.0,111.0
7,31.0,29.0,52.0,89.0,75.0,61.0,209.0,179.0,226.0,77.0
8,12.0,41.0,73.0,63.0,45.0,40.0,136.0,200.0,115.0,61.0
9,146.0,12.0,58.0,75.0,35.0,46.0,83.0,169.0,220.0,102.0
