,0,1,2,3,4,5,6,7,8,9
0,1041.0,38.0,103.0,255.0,586.0,1493.0,3884.0,8187.0,4110.0,518.0
1,29.0,38.0,79.0,162.0,235.0,300.0,350.0,554.0,393.0,163.0
2,14.0,18.0,75.0,92.0,172.0,190.0,289.0,386.0,408.0,187.0
3,16.0,62.0,63.0,109.0,173.0,144.0,250.0,469.0,520.0,275.0
4,51.0,37.0,51.0,75.0,114.0,183.0,403.0,709.0,902.0,461.0
5,47.0,27.0,81.0,196.0,235.0,400.0,1026.0,1047.0,1170.0,508.0
6,46.0,61.0,110.0,272.0,598.0,989.0,1100.0,1215.0,999.0,335.0
7,53.0,106.0,228.0,382.0,700.0,1039.0,986.0,630.0,292.0,204.0
8,152.0,145.0,172.0,234.0,340.0,353.0,301.0,89.0,33.0,87.0
9,208.0,186.0,130.0,109.0,85.0,103.0,62.0,8.0,5.0,0.0
