,0,1,2,3,4,5,6,7,8,9
0,23171.0,3559.0,3526.0,3031.0,2295.0,1741.0,1120.0,865.0,507.0,501.0
1,848.0,90.0,69.0,69.0,50.0,41.0,29.0,18.0,16.0,17.0
2,846.0,74.0,78.0,32.0,42.0,45.0,39.0,25.0,6.0,6.0
3,757.0,105.0,77.0,49.0,44.0,16.0,21.0,28.0,2.0,8.0
4,660.0,80.0,76.0,53.0,49.0,45.0,21.0,19.0,8.0,4.0
5,515.0,99.0,53.0,26.0,31.0,38.0,14.0,10.0,0.0,2.0
6,379.0,69.0,45.0,22.0,20.0,15.0,10.0,10.0,4.0,11.0
7,282.0,35.0,29.0,18.0,6.0,14.0,7.0,8.0,4.0,2.0
8,157.0,30.0,28.0,6.0,12.0,2.0,7.0,10.0,6.0,2.0
9,145.0,34.0,27.0,41.0,40.0,18.0,13.0,19.0,25.0,22.0
