,0,1,2,3,4,5,6,7,8,9
0,953.0,182.0,134.0,265.0,469.0,583.0,1044.0,1674.0,2234.0,86.0
1,80.0,103.0,216.0,381.0,559.0,954.0,1731.0,3316.0,4515.0,135.0
2,122.0,168.0,219.0,384.0,428.0,552.0,886.0,1654.0,2641.0,271.0
3,160.0,155.0,192.0,256.0,369.0,509.0,1025.0,1400.0,2188.0,281.0
4,209.0,177.0,227.0,191.0,212.0,273.0,606.0,1367.0,1907.0,439.0
5,173.0,94.0,125.0,142.0,128.0,184.0,364.0,633.0,1303.0,561.0
6,154.0,54.0,75.0,72.0,44.0,87.0,81.0,143.0,426.0,694.0
7,38.0,37.0,50.0,40.0,19.0,50.0,35.0,48.0,148.0,740.0
8,0.0,0.0,4.0,3.0,2.0,0.0,4.0,16.0,34.0,695.0
9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,700.0
