,0,1,2,3,4,5,6,7,8,9
0,1065.0,19.0,110.0,1043.0,3340.0,1132.0,620.0,286.0,9.0,0.0
1,14.0,133.0,245.0,915.0,3177.0,2970.0,2779.0,1633.0,123.0,1.0
2,75.0,96.0,211.0,437.0,718.0,1635.0,2344.0,1501.0,274.0,34.0
3,46.0,134.0,182.0,315.0,422.0,1033.0,2200.0,1710.0,423.0,70.0
4,85.0,103.0,203.0,295.0,478.0,569.0,1064.0,1489.0,1133.0,189.0
5,100.0,106.0,176.0,269.0,402.0,316.0,368.0,731.0,733.0,506.0
6,128.0,109.0,122.0,241.0,296.0,222.0,47.0,86.0,172.0,407.0
7,188.0,105.0,121.0,236.0,153.0,97.0,4.0,10.0,70.0,221.0
8,182.0,83.0,101.0,175.0,135.0,53.0,3.0,0.0,2.0,24.0
9,117.0,90.0,234.0,141.0,96.0,35.0,5.0,0.0,0.0,0.0
