,0,1,2,3,4,5,6,7,8,9
0,11545.0,1303.0,1269.0,1170.0,1474.0,1851.0,2646.0,3273.0,2298.0,931.0
1,1394.0,109.0,111.0,104.0,156.0,310.0,735.0,814.0,388.0,54.0
2,1499.0,126.0,112.0,138.0,154.0,339.0,714.0,672.0,229.0,25.0
3,1230.0,99.0,98.0,109.0,157.0,345.0,649.0,474.0,159.0,27.0
4,1010.0,126.0,83.0,63.0,134.0,323.0,450.0,274.0,109.0,17.0
5,759.0,89.0,57.0,31.0,92.0,279.0,348.0,215.0,76.0,29.0
6,433.0,62.0,38.0,15.0,59.0,212.0,215.0,169.0,71.0,7.0
7,308.0,39.0,24.0,23.0,86.0,169.0,205.0,121.0,26.0,11.0
8,122.0,23.0,11.0,10.0,29.0,104.0,149.0,78.0,45.0,7.0
9,120.0,6.0,10.0,6.0,42.0,104.0,127.0,118.0,32.0,10.0
