,0,1,2,3,4,5,6,7,8,9
0,1942.0,5669.0,6172.0,2767.0,1089.0,434.0,168.0,70.0,36.0,73.0
1,121.0,423.0,552.0,421.0,182.0,141.0,56.0,28.0,23.0,35.0
2,95.0,282.0,549.0,456.0,190.0,111.0,63.0,26.0,19.0,22.0
3,57.0,204.0,520.0,418.0,210.0,102.0,65.0,29.0,22.0,42.0
4,53.0,271.0,748.0,579.0,302.0,189.0,116.0,54.0,28.0,43.0
5,49.0,369.0,788.0,918.0,817.0,506.0,242.0,139.0,94.0,114.0
6,27.0,513.0,1359.0,1173.0,1132.0,883.0,541.0,232.0,141.0,237.0
7,19.0,367.0,1343.0,1435.0,1047.0,968.0,465.0,241.0,149.0,174.0
8,9.0,110.0,557.0,797.0,677.0,723.0,242.0,162.0,97.0,59.0
9,8.0,59.0,164.0,325.0,284.0,146.0,64.0,39.0,14.0,15.0
