,0,1,2,3,4,5,6,7,8,9
0,9902.0,3495.0,4050.0,976.0,610.0,389.0,197.0,85.0,48.0,13.0
1,2343.0,1630.0,6767.0,3554.0,809.0,713.0,575.0,476.0,470.0,410.0
2,400.0,338.0,917.0,864.0,175.0,86.0,67.0,110.0,215.0,438.0
3,299.0,222.0,568.0,270.0,38.0,12.0,10.0,0.0,0.0,0.0
4,184.0,149.0,407.0,187.0,29.0,16.0,6.0,0.0,0.0,0.0
5,151.0,130.0,287.0,134.0,18.0,2.0,0.0,0.0,0.0,0.0
6,166.0,130.0,252.0,152.0,26.0,0.0,0.0,0.0,0.0,0.0
7,144.0,138.0,200.0,197.0,14.0,0.0,0.0,0.0,0.0,0.0
8,154.0,156.0,250.0,183.0,3.0,0.0,0.0,0.0,0.0,0.0
9,135.0,143.0,281.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0
