,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,816.0,27.0,20.0,30.0,68.0,129.0,132.0,105.0,74.0,91.0,55.0,45.0,31.0,9.0,7.0,5.0,0.0,4.0,2.0,20.0
1,35.0,50.0,55.0,71.0,149.0,220.0,193.0,162.0,145.0,98.0,75.0,62.0,80.0,36.0,46.0,16.0,8.0,8.0,15.0,7.0
2,105.0,98.0,157.0,210.0,305.0,332.0,371.0,306.0,173.0,148.0,157.0,160.0,138.0,99.0,50.0,51.0,30.0,36.0,31.0,34.0
3,94.0,138.0,255.0,331.0,550.0,566.0,537.0,432.0,406.0,243.0,306.0,258.0,246.0,168.0,109.0,64.0,47.0,53.0,51.0,27.0
4,125.0,139.0,344.0,443.0,652.0,918.0,693.0,607.0,568.0,493.0,419.0,392.0,396.0,274.0,145.0,101.0,89.0,56.0,48.0,43.0
5,114.0,122.0,337.0,535.0,727.0,929.0,935.0,627.0,552.0,555.0,427.0,492.0,502.0,342.0,230.0,203.0,148.0,121.0,61.0,84.0
6,55.0,42.0,149.0,289.0,463.0,700.0,618.0,493.0,422.0,470.0,392.0,470.0,455.0,379.0,270.0,260.0,211.0,142.0,86.0,84.0
7,12.0,4.0,27.0,63.0,152.0,307.0,336.0,413.0,328.0,329.0,357.0,421.0,470.0,441.0,392.0,393.0,278.0,134.0,69.0,73.0
8,4.0,0.0,6.0,6.0,23.0,76.0,133.0,283.0,263.0,231.0,218.0,368.0,413.0,437.0,458.0,377.0,282.0,122.0,48.0,54.0
9,2.0,2.0,2.0,0.0,6.0,34.0,42.0,119.0,127.0,113.0,146.0,241.0,259.0,328.0,379.0,314.0,178.0,121.0,53.0,35.0
10,11.0,4.0,4.0,2.0,8.0,13.0,16.0,20.0,26.0,29.0,55.0,65.0,70.0,115.0,234.0,281.0,221.0,125.0,51.0,36.0
11,10.0,4.0,2.0,0.0,0.0,12.0,11.0,10.0,13.0,0.0,25.0,27.0,34.0,43.0,56.0,140.0,187.0,125.0,70.0,23.0
12,0.0,0.0,0.0,2.0,8.0,16.0,13.0,16.0,10.0,6.0,4.0,6.0,32.0,14.0,15.0,17.0,48.0,29.0,21.0,14.0
13,1.0,0.0,0.0,2.0,4.0,14.0,4.0,8.0,4.0,2.0,3.0,6.0,12.0,6.0,7.0,11.0,10.0,4.0,0.0,2.0
14,8.0,2.0,0.0,3.0,6.0,13.0,6.0,8.0,9.0,7.0,3.0,5.0,3.0,2.0,7.0,8.0,7.0,7.0,2.0,0.0
15,0.0,0.0,0.0,0.0,2.0,6.0,12.0,14.0,4.0,4.0,5.0,12.0,8.0,6.0,4.0,0.0,11.0,2.0,2.0,0.0
16,0.0,2.0,6.0,0.0,2.0,6.0,4.0,11.0,4.0,7.0,6.0,5.0,0.0,5.0,1.0,7.0,2.0,2.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,10.0,4.0,11.0,4.0,7.0,0.0,5.0,2.0,5.0,2.0,7.0,2.0,4.0,0.0,0.0
18,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,2.0,3.0,8.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0
19,282.0,0.0,2.0,0.0,8.0,22.0,27.0,22.0,50.0,12.0,12.0,10.0,19.0,12.0,9.0,11.0,24.0,17.0,6.0,13.0
